,premise,hypothesis,label,reviwers_output,confuse_sentence,low_quality
1941,Há pássaros na árvore que o gato está escalando,Um cachorro está correndo no quintal ao lado,2,Neutral,OK,N
1942,Uma bicicleta está sendo pedalada por uma mulher,Uma mulher está andando de bicicleta na ciclovia,2,Neutral,OK,N
1943,Alguém está segurando uma carteira de trabalho,A carteira de trabalho está perto de um computador,2,Neutral,OK,N
1944,O peixe não está sendo lançado na frigideira,O peixe está sendo frito na frigideira.,0,Contradiction,OK,N
1945,O futebol não está sendo jogado pelo garoto,O garoto não está jogando futebol,1,Entailment,OK,N
1946,"A decoração comemorativa tem bandeirolas e faixas nas cores dourado, branco e preto",A decoração comemorativa tem balões coloridos.,2,Neutral,OK,N
1947,Uma mulher segura uma vela branca e rosa com o número 20,Uma mulher está segurando uma vela que representa a idade de 20 anos,1,Entailment,OK,N
1948,Um coqueiro balança ao vento em um dia ensolarado,O coqueiro está parado em um dia nublado.,0,Contradiction,OK,N
1949,Salgadinhos de 100 gramas estão disponíveis nos sabores simples e com gergelim,Os salgadinhos são embalados em pacotes vermelhos.,2,Neutral,OK,N
1950,Um estudo revela que um terço dos funcionários experimenta situações embaraçosas nas festas corporativas,Todos os funcionários se sentem confortáveis nas festas corporativas,0,Contradiction,OK,N
1951,Esse indivíduo está descascando uma batata,Uma batata está sendo descascada por esse indivíduo,1,Entailment,OK,N
1952,Uma das mulheres está lendo um livro na praia,Uma mulher está lendo um romance na praia,2,Neutral,OK,N
1953,O gato branco está jogando basquete na quadra de cimento,O gato branco está dormindo na grama,0,Contradiction,OK,N
1954,"Dois tênis,  um preto e outro lilás, estão à venda",Há um par de tênis preto e um lilás disponíveis para compra,1,Entailment,OK,N
1955,"Para a manutenção da boa saúde é importante ter uma alimentação de qualidade, em vez de quantidade",Uma dieta nutritiva e balanceada ajuda a manter a boa saúde,1,Entailment,OK,N
1956,Um indivíduo próximo a vários microfones está acendendo um fogo de artifício,Uma pessoa está próximo de uma câmera de televisão acendendo um cigarro,2,Neutral,OK,N
1957,Os funcionários estão na comemoração junto de seus filhos e familiares,Os funcionários estão trabalhando sozinhos no escritório,0,Contradiction,OK,N
1958,Uma mulher está praticando violino,Uma mulher está tocando violino.,1,Entailment,OK,N
1959,Um homem segura uma muda de planta,Uma muda de planta está sendo segurada por um indivíduo,1,Entailment,OK,N
1960,"Duas alianças são mostradas ao noivo, sendo uma delas cravejada de brilhantes",As alianças são de ouro 18k,2,Neutral,OK,N
1961,"Uma modelo está posando em um estúdio, vestindo uma blusa listrada branca e amarela e uma saia de sarja amarela com botões frontais",A modelo está vestindo uma blusa listrada preta e branca e uma saia de sarja vermelha,0,Contradiction,OK,N
1962,Existem muitos indivíduos que desaprovam alguém por suas qualidades do que por seus defeitos,Há um grande número de pessoas que criticam os outros com base em seus méritos e não em suas falhas,1,Entailment,OK,N
1963,O garoto está desamarrando o sapato.,O garoto possui um par de sapatos.,2,Neutral,OK,N
1964,Um senhor está fazendo café.,Um senhor está fazendo chá.,0,Contradiction,OK,N
1965,A mulher está varrendo o chão de sua casa,A mulher está realizando uma limpeza no chão de sua residência,1,Entailment,OK,N
1966,Há uma garota loira correndo pela cidade,A garota loira tem olhos azuis.,2,Neutral,OK,N
1967,Uma mulher está pintando um quadro,Existe uma mulher criando uma obra de arte através da pintura.,1,Entailment,OK,N
1968,Um homem com uma bermuda estampada de azul está esquiando em uma prancha de esqui vermelha,O homem está praticando esqui.,1,Entailment,OK,N
1969,Um garçom estende o braço para frente do balcão segurando um copo de whisky,O garçom está com as mãos vazias,0,Contradiction,OK,N
1970,Há um lindo jardim no quintal da casa,A casa possui uma piscina no quintal,2,Neutral,OK,N
1971,Uma mulher está executando uma manobra em uma prancha de skate no parque,"A mulher está caminhando tranquilamente pelo parque, não está em um skate.",0,Contradiction,OK,N
1972,Um garoto está amarrando seus cadarços,Um jovem está fazendo laço em seus sapatos,1,Entailment,OK,N
1973,O entregador usa uma moto na cor cinza metálica,O entregador está andando de bicicleta.,0,Contradiction,OK,N
1974,Um videogame preto está com um cartucho de um jogo famoso e um controle cinza conectado a ele,O videogame preto possui um controle cinza.,1,Entailment,OK,N
1975,Dezenas de ovos cozidos e recheados com tomates japoneses e folha de manjericão estão dispostos em uma travessa,A travessa com os ovos está em cima de uma toalha de mesa.,2,Neutral,OK,N
1976,Costureiras estão engajadas na produção de máscaras,As costureiras estão trabalhando em um projeto de costura.,1,Entailment,OK,N
1977,O leitor de poesia devora as palavras e se imerge profundamente no texto,O leitor de poesia tem um envolvimento profundo com o texto,1,Entailment,OK,N
1978,Um indivíduo está retirando pedaços de carne assada de um forno quente,Carne assada está sendo retirada do forno.,1,Entailment,OK,N
1979,"Uma iguana está posicionada em um tronco de árvore, cercada por folhagens verdes","A iguana está em um deserto arenoso, longe de qualquer vegetação.",0,Contradiction,OK,N
1980,Não tem nenhum gato brincando de ioiô,Um cachorro está brincando com uma bola.,2,Neutral,OK,N
1981,Crianças são vistas se servindo durante momentos de refeição,As crianças estão sendo servidas por um adulto durante as refeições.,0,Contradiction,OK,N
1982,Crianças felizes recebem presentes do Papai Noel,As crianças estão recebendo presentes do Papai Noel,1,Entailment,OK,N
1983,O edifício está em chamas,Há um vaso de flores na entrada do edifício,2,Neutral,OK,N
1984,Vários jovens estão sentados,Não há jovens sentados.,0,Contradiction,OK,N
1985,"Uma mulher está deitada no sofá com as pernas para cima, tomando chá",A mulher está assistindo televisão enquanto toma chá no sofá,2,Neutral,OK,N
1986,O céu está parcialmente coberto de nuvens com o sol presente,"O sol está visível, mas há nuvens no céu.",1,Entailment,OK,N
1987,A mulher em uma bicicleta está pedalando em uma trilha na floresta.,Uma mulher está pedalando em uma trilha na floresta.,1,Entailment,OK,N
1988,Não existe nenhum gato preto escalando a parede,Não há gatos pretos na parede.,1,Entailment,OK,N
1989,A criança está brincando e correndo,A criança está se movimentando.,1,Entailment,OK,N
1990,Um atleta de futebol está chutando uma bola no gol,O atleta está tentando marcar um gol.,1,Entailment,OK,N
1991,"Um casal está posicionado ao lado de um museu histórico, estudando atentamente um guia turístico",O casal está planejando visitar outros pontos turísticos além do museu.,2,Neutral,OK,N
1992,Uma fagulha é produzida durante a remoção de um cabo energizado,Ocorreu uma fagulha ao se remover um cabo que estava com energia.,1,Entailment,OK,N
1993,Não existe nenhum cavaleiro salvando a donzela,A donzela não está sendo salva por um cavaleiro,1,Entailment,OK,N
1994,Um balde de metal está sendo segurado por uma mulher de luvas vermelhas,A mulher com as luvas vermelhas está em um jardim,2,Neutral,OK,N
1995,Um filhote de elefante está passeando ao redor de um lago com sua mãe,O sol está brilhando sobre o lago,2,Neutral,OK,N
1996,Um rapaz de sunga está deitado na areia da praia,O rapaz tem uma tatuagem.,2,Neutral,OK,N
1997,Uma mulher não está lendo o jornal,Uma mulher está assistindo televisão,2,Neutral,OK,N
1998,Um menino está abraçando uma mulher ao ar livre,Uma mulher está sorrindo em um parque.,2,Neutral,OK,N
1999,Uma mulher se apresenta no palco durante um temporal forte,Não está chovendo durante a apresentação da mulher.,0,Contradiction,OK,N
2000,Um gato preto e branco está liberando o novelo de lã de suas garras,O gato preto e branco está agarrando firmemente um novelo de lã com suas garras,0,Contradiction,OK,N
2001,Uma mulher jovem está usando máscara em um estabelecimento de saúde pública,A mulher jovem tem cabelos castanhos,2,Neutral,OK,N
2002,"Três mulheres estão sentadas em uma mesa, envolvidas em uma conversa",Três mulheres estão conversando enquanto estão sentadas em uma mesa,1,Entailment,OK,N
2003,O garoto está correndo descuidadamente para atravessar a rua,O garoto está atravessando a rua correndo.,1,Entailment,OK,N
2004,Esculturas de madeira e palha estão no centro de uma sala,As esculturas de madeira e palha estão localizadas no canto da sala.,0,Contradiction,OK,N
2005,Um garoto com cabelo preto e olhos azuis está sorrindo,Um garoto com cabelo preto e olhos azuis está correndo em um campo de futebol,2,Neutral,OK,N
2006,Uma mulher está sorrindo durante sua viagem,A viagem está agradando a mulher,1,Entailment,OK,N
2007,Uma modelo está ao ar livre vestindo short jeans de lavagem clara e um body vermelho,A modelo está em um ambiente interno vestindo short jeans de lavagem clara e um body vermelho,0,Contradiction,OK,N
2008,Um balão em formato de coração está voando sobre a mata,O balão é vermelho.,2,Neutral,OK,N
2009,A nota aos estudantes apoiadores discute o retorno normal das atividades presenciais,A nota aos estudantes apoiadores discute a continuação das atividades online.,0,Contradiction,OK,N
2010,A mulher é uma atleta profissional de tiro com arco.,A mulher tem cabelos longos e loiros.,2,Neutral,OK,N
2011,"Sonhar traz esperança ao coração, bondade à mente e atitude ao corpo",Sonhar traz sentimentos de esperança ao coração das pessoas.,1,Entailment,OK,N
2012,Alguns alunos receberam bolsas para desenvolver pesquisas inovadoras,Alguns alunos estão estudando para suas avaliações finais.,2,Neutral,OK,N
2013,"Uma criança sorridente está de olhos vendados e com as mãos estendidas, segurando uma banana",Uma criança está segurando uma banana.,1,Entailment,OK,N
2014,A garota de vestido vermelho tem um colar de prata,A garota de vestido vermelho tem um anel de prata.,2,Neutral,OK,N
2015,A mulher não está abrindo o envelope da carta,A mulher está comendo um sanduíche,2,Neutral,OK,N
2016,Um gato branco e cinza está brincando com uma bola de lã.,Uma bola de lã está sendo usada para brincar.,1,Entailment,OK,N
2017,Um cachorro está mastigando um pedaço de pão,O cachorro tem um pelo preto e branco,2,Neutral,OK,N
2018,Uma mesa na delegacia está coberta de armas e dinheiro,A delegacia está localizada no centro da cidade,2,Neutral,OK,N
2019,O garoto está voando de asa delta,O menino está praticando asa delta,1,Entailment,OK,N
2020,Uma mulher está cantando,Uma mulher está usando um vestido vermelho.,2,Neutral,OK,N
2021,Uma criança está murmurando,A criança está falando claramente e alto,0,Contradiction,OK,N
2022,"A mulher permanece firme no topo de um penhasco, cercada por pedras afiadas, com o céu tempestuoso pintado em tons de azul escuro ao redor",A mulher está em um local alto e rochoso.,1,Entailment,OK,N
2023,O pássaro azul está voando sobre a floresta verde,O pássaro azul está pousado na árvore da floresta verde,0,Contradiction,OK,N
2024,Diversos vasos contendo cactos de diferentes espécies estão na sacada,A sacada está vazia,0,Contradiction,OK,N
2025,Um pequeno garoto está pulando alegremente sobre poças d'água após a chuva,O pequeno garoto está evitando as poças d'água na rua depois da chuva,0,Contradiction,OK,N
2026,Uma moça está protegendo seus olhos do sol enquanto questiona se a exposição prolongada ao sol pode causar catarata,A moça está tomando sol sem proteger os olhos e não está preocupada com a saúde ocular,0,Contradiction,OK,N
2027,Uma equipe de uniforme laranja está recolhendo faixas de postes e árvores,A equipe está preparando a cidade para um grande evento.,2,Neutral,OK,N
2028,A menina observa um pôster da série sobre mulheres na liderança,A menina não está olhando para nenhum pôster,0,Contradiction,OK,N
2029,Uma mão está usando um pegador para virar um pedaço de carne na grelha sobre brasas,A pessoa que está cozinhando a carne é um chef profissional.,2,Neutral,OK,N
2030,Um indivíduo está deslizando de skate por uma rampa em um dia ensolarado no parque.,O indivíduo pratica skateboarding no parque.,1,Entailment,OK,N
2031,Dois indivíduos estão desprezando a pintura valiosa na parede,Os indivíduos estão pensando em comprar a pintura na parede.,2,Neutral,OK,N
